,price,latitude,longitude,accommodates,bedrooms,bathrooms,beds,cleaning_fee,guests_included,host_response_rate,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,extra_people,host_since,neighbourhood_Allston-Brighton,neighbourhood_Back Bay,neighbourhood_Beacon Hill,neighbourhood_Brookline,neighbourhood_Cambridge,neighbourhood_Charlestown,neighbourhood_Chestnut Hill,neighbourhood_Chinatown,neighbourhood_Dorchester,neighbourhood_Downtown,neighbourhood_Downtown Crossing,neighbourhood_East Boston,neighbourhood_Fenway/Kenmore,neighbourhood_Financial District,neighbourhood_Government Center,neighbourhood_Harvard Square,neighbourhood_Hyde Park,neighbourhood_Jamaica Plain,neighbourhood_Leather District,neighbourhood_Mattapan,neighbourhood_Mission Hill,neighbourhood_North End,neighbourhood_Roslindale,neighbourhood_Roxbury,neighbourhood_Somerville,neighbourhood_South Boston,neighbourhood_South End,neighbourhood_Theater District,neighbourhood_Unknown,neighbourhood_West End,neighbourhood_West Roxbury,require_guest_phone_verification_No,require_guest_phone_verification_Yes,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_No,host_is_superhost_Yes,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Unknown,property_type_Villa,is_location_exact_No,is_location_exact_Yes
62,65.0,42.32002252367938,-71.10594049773768,2,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,0,0,100.0,10.0,8.0,10.0,10.0,4,0.0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,100.0,42.31451961008171,-71.10558689277725,4,1.0,1.0,2.0,68.38014527845036,2,1.0,1,3,3,23,97.0,10.0,10.0,9.0,10.0,1,20.0,4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,65.0,42.321719666668685,-71.10345881692874,1,1.0,1.0,1.0,68.38014527845036,1,1.0,7,13,43,43,96.0,10.0,9.0,9.0,10.0,1,0.0,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,60.0,42.31679060385281,-71.1156304290958,1,1.0,1.0,1.0,68.38014527845036,1,0.71,5,35,65,340,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
66,63.0,42.31951000434093,-71.10537660326158,2,1.0,1.0,1.0,68.38014527845036,1,0.36,0,0,0,0,73.0,9.0,5.0,9.0,9.0,1,0.0,3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,75.0,42.31527456792091,-71.11331605532413,2,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,0,250,100.0,9.0,10.0,10.0,9.0,1,0.0,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
68,65.0,42.315499530265065,-71.11706562488624,2,1.0,1.0,1.0,10.0,1,0.9498908156711676,0,0,0,0,90.0,9.0,9.0,10.0,9.0,1,25.0,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69,110.0,42.31690480739987,-71.10519470648515,1,1.0,1.0,1.0,68.38014527845036,1,1.0,11,41,71,346,94.0,10.0,10.0,9.0,9.0,1,0.0,3449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,46.0,42.31189728557806,-71.10315398376997,2,1.0,1.0,1.0,50.0,2,0.73,8,32,62,62,82.0,8.0,7.0,9.0,8.0,4,25.0,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71,75.0,42.31706413362148,-71.10358571999897,3,1.0,1.0,1.0,50.0,1,0.6,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,2,0.0,3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,62.0,42.30510762836565,-71.10643297141229,2,1.0,1.5,1.0,25.0,2,0.9498908156711676,0,0,0,0,98.0,10.0,10.0,10.0,10.0,1,50.0,3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,69.0,42.315907278454304,-71.11327327945847,2,1.0,1.5,1.0,15.0,1,1.0,0,12,15,15,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,2,12.0,3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74,69.0,42.31265281789585,-71.0997233961363,2,1.0,1.0,1.0,20.0,1,0.9498908156711676,0,0,0,0,100.0,10.0,10.0,10.0,10.0,1,15.0,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,73.0,42.31530070763098,-71.09976783089705,2,1.0,2.0,1.0,50.0,1,0.5,0,0,0,78,99.0,10.0,9.0,9.0,10.0,2,0.0,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
76,85.0,42.3131970326139,-71.1183236209181,1,1.0,1.0,1.0,68.38014527845036,1,1.0,0,1,31,306,99.0,10.0,10.0,10.0,10.0,1,20.0,4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,120.0,42.31421511820313,-71.10940661048757,2,1.0,2.0,1.0,80.0,1,1.0,4,32,62,337,96.0,9.0,10.0,10.0,9.0,4,20.0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,125.0,42.31256675906354,-71.1260799891796,2,1.0,3.5,2.0,68.38014527845036,1,1.0,30,60,90,365,100.0,10.0,10.0,10.0,10.0,1,25.0,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
79,70.0,42.31678462488679,-71.10731719179363,1,1.0,1.0,1.0,68.38014527845036,1,0.6,28,58,88,363,93.0,10.0,9.0,10.0,9.0,1,0.0,4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,100.0,42.31362611091293,-71.10819524530064,2,1.0,1.0,1.0,10.0,1,1.0,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
81,61.0,42.30370464676229,-71.11397057117235,2,1.0,1.0,1.0,10.0,1,0.67,0,0,0,255,97.0,10.0,10.0,10.0,10.0,1,0.0,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
82,125.0,42.30334665895726,-71.1049737158891,4,1.0,1.0,2.0,68.38014527845036,2,1.0,13,37,60,328,97.0,10.0,10.0,10.0,10.0,2,50.0,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
83,100.0,42.29106052288582,-71.11593555432006,2,1.0,1.0,1.0,68.38014527845036,1,1.0,3,11,41,316,88.0,9.0,9.0,8.0,9.0,1,0.0,3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,27.0,42.29763812447256,-71.11399252456933,1,1.0,1.0,1.0,5.0,1,0.33,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,80.0,42.305376789378734,-71.11324413343733,2,1.0,1.0,1.0,68.38014527845036,1,0.9,0,0,0,0,98.0,10.0,9.0,10.0,10.0,1,0.0,3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,85.0,42.31449926702607,-71.1122319203949,2,1.0,1.0,1.0,68.38014527845036,1,1.0,30,60,90,365,100.0,10.0,10.0,9.0,9.0,1,0.0,3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
87,75.0,42.31738706631696,-71.10003065912305,3,1.0,1.0,2.0,68.38014527845036,1,1.0,28,53,83,358,91.0,9.0,10.0,9.0,9.0,1,25.0,3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
88,57.0,42.324236752033926,-71.10812404783636,1,1.0,1.0,1.0,68.38014527845036,1,0.78,6,36,66,341,20.0,10.0,10.0,2.0,6.0,6,0.0,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
89,100.0,42.322198384693365,-71.10629670951586,2,1.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,40.0,42.32284647416693,-71.10517194647886,1,1.0,1.0,1.0,5.0,1,0.86,0,4,34,309,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,100.0,42.31803897447978,-71.11687373250301,1,1.0,1.0,1.0,100.0,1,0.67,0,0,4,279,98.0,10.0,10.0,10.0,10.0,1,0.0,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
92,70.0,42.314064798157865,-71.09905545857005,2,1.0,2.5,1.0,20.0,1,1.0,14,28,58,333,93.0,10.0,10.0,9.0,10.0,3,0.0,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
93,190.0,42.325668119032656,-71.10543388992957,4,2.0,1.0,2.0,68.38014527845036,2,1.0,0,0,14,48,95.0,10.0,9.0,9.0,10.0,1,15.0,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,168.0,42.32038118596349,-71.11270172682764,6,2.0,1.0,2.0,120.0,1,0.9,9,29,50,285,94.0,9.0,10.0,9.0,9.0,1,0.0,3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,205.0,42.32327560623326,-71.1070588160843,5,3.0,2.0,4.0,50.0,1,1.0,0,0,0,257,87.0,10.0,9.0,8.0,9.0,2,0.0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
97,65.0,42.313623832199255,-71.09821200812918,2,1.0,2.5,1.0,15.0,1,1.0,7,26,56,331,92.0,9.0,9.0,9.0,9.0,3,0.0,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
98,75.0,42.32157793713776,-71.1141153320651,2,1.0,1.0,1.0,18.0,1,0.8,0,0,0,0,92.0,10.0,9.0,9.0,10.0,1,0.0,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,117.0,42.32267988827825,-71.11561971775167,4,2.0,1.0,4.0,15.0,1,0.9498908156711676,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100,429.0,42.32051086048413,-71.11215759278208,8,4.0,2.0,6.0,68.38014527845036,6,1.0,8,35,65,331,91.0,10.0,9.0,9.0,9.0,1,15.0,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,95.0,42.30633268571335,-71.11902460456068,2,1.0,1.0,1.0,68.38014527845036,1,0.9,21,51,81,356,95.0,9.0,9.0,10.0,9.0,1,10.0,4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,69.0,42.30992055594116,-71.11072691758284,2,1.0,1.0,1.0,20.0,1,0.8,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,2,0.0,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,85.0,42.30757425614119,-71.13463036679991,2,1.0,1.0,1.0,68.38014527845036,1,0.9,26,56,86,361,94.0,10.0,9.0,10.0,10.0,1,0.0,3692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
104,69.0,42.30997682845222,-71.10962020956269,2,1.0,1.0,1.0,30.0,1,1.0,5,35,65,65,100.0,10.0,10.0,10.0,10.0,1,15.0,3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,165.0,42.30907389692646,-71.11254191159418,2,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,1,276,93.0,9.0,10.0,10.0,9.0,3,0.0,2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
106,150.0,42.31357233912847,-71.1138193264009,4,2.0,1.0,2.0,50.0,4,1.0,1,14,44,71,90.0,10.0,10.0,10.0,9.0,1,50.0,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,267.0,42.29644507590941,-71.11118779742438,7,4.0,1.0,4.0,90.0,6,0.9498908156711676,13,43,73,348,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
108,87.0,42.31169373635401,-71.10116460144604,2,1.0,1.0,1.0,25.0,1,1.0,29,59,74,74,97.0,10.0,10.0,9.0,10.0,1,25.0,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,62.0,42.29985744012216,-71.11235604348676,2,1.0,1.0,1.0,68.38014527845036,1,1.0,2,2,2,2,96.0,10.0,10.0,9.0,10.0,2,0.0,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
110,110.0,42.31842255393602,-71.105505307545,2,1.0,1.0,1.0,40.0,2,0.9498908156711676,0,0,0,66,97.0,10.0,10.0,10.0,10.0,1,10.0,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,250.0,42.311852721337,-71.10926318625519,6,3.0,2.0,3.0,90.0,1,1.0,0,0,0,197,90.0,9.0,10.0,10.0,10.0,1,0.0,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,150.0,42.317370192680336,-71.11485898821759,6,2.0,1.0,2.0,200.0,2,1.0,0,0,10,185,97.0,10.0,10.0,10.0,9.0,2,35.0,3932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,300.0,42.30704884694953,-71.1166241277204,7,3.0,2.0,4.0,140.0,2,1.0,30,60,90,365,93.0,9.0,9.0,9.0,9.0,1,50.0,4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
114,119.0,42.30906284664378,-71.1114197330592,2,0.0,1.0,1.0,35.0,1,1.0,2,5,23,23,100.0,10.0,10.0,10.0,10.0,1,0.0,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,175.0,42.30883693983967,-71.11935092313678,2,0.0,1.0,1.0,25.0,2,1.0,4,6,30,120,99.0,10.0,10.0,10.0,10.0,1,0.0,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,195.0,42.31923482819862,-71.10501593588093,6,2.0,2.0,2.0,95.0,3,1.0,0,0,15,290,96.0,10.0,10.0,10.0,10.0,1,25.0,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
117,145.0,42.30606393566502,-71.11516053902132,4,2.0,1.0,2.0,80.0,1,1.0,0,0,0,0,90.0,10.0,9.0,10.0,9.0,1,0.0,3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
118,200.0,42.30398160452899,-71.11848461147697,4,2.0,1.0,2.0,50.0,1,1.0,15,35,65,340,92.0,10.0,9.0,10.0,9.0,1,0.0,4112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,90.0,42.314827484606575,-71.11295481151114,1,1.0,1.0,1.0,68.38014527845036,1,1.0,18,46,64,339,99.0,10.0,10.0,10.0,10.0,1,0.0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
120,210.0,42.3048433293264,-71.10627115826995,4,2.0,1.0,2.0,50.0,4,1.0,18,32,46,310,94.0,10.0,10.0,9.0,9.0,1,50.0,3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,75.0,42.31337132584918,-71.11089129130822,2,1.0,1.0,1.0,15.0,1,0.9,9,39,59,59,100.0,10.0,10.0,10.0,10.0,1,15.0,4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,46.0,42.32357026201424,-71.10670813435179,2,1.0,1.0,1.0,10.0,1,1.0,0,0,0,0,90.0,10.0,8.0,9.0,9.0,1,0.0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
